date,open,high,low,close,volume
2021-07-01 12:18:00+05:30,15701.75,15702.2,15699.25,15699.7,0
2021-07-01 12:19:00+05:30,15700.35,15700.55,15699.3,15699.3,0
2021-07-01 12:20:00+05:30,15699.65,15701.6,15699.5,15700.55,0
2021-07-01 12:21:00+05:30,15701.45,15703.2,15700.15,15702.25,0
2021-07-01 12:22:00+05:30,15702.2,15702.2,15698.55,15698.55,0
2021-07-01 12:23:00+05:30,15698.55,15701.4,15697.8,15699.2,0
2021-07-01 12:24:00+05:30,15699.7,15700.55,15696.85,15696.85,0
2021-07-01 12:25:00+05:30,15696.95,15698.75,15695.6,15698.1,0
2021-07-01 12:26:00+05:30,15698,15701.95,15697.8,15699.15,0
2021-07-01 12:27:00+05:30,15699.25,15700.55,15696.85,15699.25,0
2021-07-01 12:28:00+05:30,15699.55,15699.55,15694.75,15697.15,0
2021-07-01 12:29:00+05:30,15696.95,15698.8,15696.95,15698.1,0
2021-07-01 12:30:00+05:30,15698.4,15700.8,15698,15699.6,0
2021-07-01 12:31:00+05:30,15699.55,15700.5,15696.1,15696.1,0
2021-07-01 12:32:00+05:30,15696.55,15696.55,15688.45,15689.85,0
2021-07-01 12:33:00+05:30,15689.9,15693.2,15688.15,15689.6,0
2021-07-01 12:34:00+05:30,15689.25,15691.2,15688.15,15688.15,0
2021-07-01 12:35:00+05:30,15688.55,15690.45,15686.05,15686.45,0
2021-07-01 12:36:00+05:30,15686.5,15701.25,15686.5,15701.25,0
2021-07-01 12:37:00+05:30,15707.1,15707.65,15701.05,15702.5,0
2021-07-01 12:38:00+05:30,15702.9,15706.4,15701.8,15706.25,0
2021-07-01 12:39:00+05:30,15706.4,15708.2,15705.85,15706.1,0
2021-07-01 12:40:00+05:30,15706.35,15708.5,15706.25,15707.45,0
2021-07-01 12:41:00+05:30,15707.5,15709.05,15704.75,15704.75,0
2021-07-01 12:42:00+05:30,15704.45,15707.7,15704.2,15706.65,0
2021-07-01 12:43:00+05:30,15705.85,15707.05,15704.55,15704.55,0
2021-07-01 12:44:00+05:30,15705,15706.1,15702.75,15705.35,0
2021-07-01 12:45:00+05:30,15706.45,15706.8,15701.65,15701.65,0
2021-07-01 12:46:00+05:30,15701.85,15704.05,15701,15701.9,0
2021-07-01 12:47:00+05:30,15701.7,15704.45,15701.55,15702.2,0
2021-07-01 12:48:00+05:30,15702.5,15705.5,15701.45,15704.8,0
2021-07-01 12:49:00+05:30,15704.35,15710.85,15703.45,15710.85,0
2021-07-01 12:50:00+05:30,15710.45,15711.2,15707.55,15707.95,0
2021-07-01 12:51:00+05:30,15708.05,15709.85,15707.3,15709.8,0
2021-07-01 12:52:00+05:30,15710.3,15717.1,15710.05,15713.8,0
2021-07-01 12:53:00+05:30,15714.15,15718.55,15713.55,15717.75,0
2021-07-01 12:54:00+05:30,15717.85,15718.6,15715.35,15715.85,0
2021-07-01 12:55:00+05:30,15716.1,15717.95,15715.25,15715.25,0
2021-07-01 12:56:00+05:30,15714.8,15715.2,15710.85,15711.15,0
2021-07-01 12:57:00+05:30,15710.65,15714.75,15710.15,15712.9,0
2021-07-01 12:58:00+05:30,15713.1,15714.2,15709.15,15709.95,0
2021-07-01 12:59:00+05:30,15709.45,15710.4,15706.65,15707,0
2021-07-01 13:00:00+05:30,15706.35,15709.5,15705.75,15708.55,0
2021-07-01 13:01:00+05:30,15708.35,15710.4,15707.75,15710.35,0
2021-07-01 13:02:00+05:30,15709.95,15710.4,15707.75,15708,0
2021-07-01 13:03:00+05:30,15708.6,15710.15,15705.7,15706.85,0
2021-07-01 13:04:00+05:30,15707.15,15708.25,15704.45,15704.9,0
2021-07-01 13:05:00+05:30,15705.35,15708.65,15703.95,15708.1,0
2021-07-01 13:06:00+05:30,15708.15,15708.15,15704.6,15705.85,0
2021-07-01 13:07:00+05:30,15705.75,15707.6,15705.15,15705.15,0
2021-07-01 13:08:00+05:30,15705.25,15707.75,15704.4,15707.65,0
2021-07-01 13:09:00+05:30,15707.7,15709.6,15706.65,15707.7,0
2021-07-01 13:10:00+05:30,15708.1,15710.05,15707.05,15709.05,0
2021-07-01 13:11:00+05:30,15709.2,15717.9,15709.2,15716.85,0
2021-07-01 13:12:00+05:30,15716.4,15724.25,15716.4,15721.35,0
2021-07-01 13:13:00+05:30,15720.2,15720.6,15717.45,15718,0
2021-07-01 13:14:00+05:30,15717.75,15719.15,15712.5,15714,0
2021-07-01 13:15:00+05:30,15714.35,15718.7,15713.6,15714.9,0
2021-07-01 13:16:00+05:30,15717.1,15718.65,15716.95,15718.65,0
2021-07-01 13:17:00+05:30,15718.75,15719.25,15717.15,15717.4,0
2021-07-01 13:18:00+05:30,15716.95,15719.95,15716.8,15718.1,0
2021-07-01 13:19:00+05:30,15718.35,15718.45,15714.6,15715.5,0
2021-07-01 13:20:00+05:30,15715.85,15718.4,15713.35,15717.6,0
2021-07-01 13:21:00+05:30,15717.05,15718.65,15715.8,15717.75,0
2021-07-01 13:22:00+05:30,15718.05,15719.55,15716.35,15718.35,0
2021-07-01 13:23:00+05:30,15718.5,15722.9,15718.45,15722.1,0
2021-07-01 13:24:00+05:30,15721.85,15728.55,15721.85,15727.6,0
2021-07-01 13:25:00+05:30,15727.85,15732.95,15727.75,15729.8,0
2021-07-01 13:26:00+05:30,15729.4,15730.15,15727.65,15728.7,0
2021-07-01 13:27:00+05:30,15728.65,15730,15726.6,15726.6,0
2021-07-01 13:28:00+05:30,15727.1,15727.1,15723.25,15725.8,0
2021-07-01 13:29:00+05:30,15725.8,15727,15720.25,15723.05,0
2021-07-01 13:30:00+05:30,15723.25,15727.6,15721.4,15726.85,0
2021-07-01 13:31:00+05:30,15726.25,15726.85,15723.55,15723.6,0
2021-07-01 13:32:00+05:30,15723.75,15724.8,15722.3,15724.65,0
2021-07-01 13:33:00+05:30,15724.35,15726.15,15722.55,15722.55,0
2021-07-01 13:34:00+05:30,15722.5,15723.15,15717.95,15717.95,0
2021-07-01 13:35:00+05:30,15718.05,15718.45,15714.55,15717.75,0
2021-07-01 13:36:00+05:30,15717.3,15719.8,15715,15719.3,0
2021-07-01 13:37:00+05:30,15719.4,15720.05,15717.5,15719.4,0
2021-07-01 13:38:00+05:30,15719.2,15720.95,15717.75,15719.25,0
2021-07-01 13:39:00+05:30,15718.95,15724.5,15718.95,15722.6,0
2021-07-01 13:40:00+05:30,15722,15725.25,15722,15724.55,0
2021-07-01 13:41:00+05:30,15723.65,15725.4,15721.4,15722.85,0
2021-07-01 13:42:00+05:30,15722.75,15723.05,15721.15,15722.2,0
2021-07-01 13:43:00+05:30,15722.45,15723.1,15721.1,15721.3,0
2021-07-01 13:44:00+05:30,15721.2,15723.5,15720.7,15722.2,0
2021-07-01 13:45:00+05:30,15721.95,15722.9,15719.7,15719.7,0
2021-07-01 13:46:00+05:30,15720,15723.5,15711.7,15711.7,0
2021-07-01 13:47:00+05:30,15711.85,15712.95,15702.4,15712.35,0
2021-07-01 13:48:00+05:30,15711.6,15712.4,15707.2,15708.35,0
2021-07-01 13:49:00+05:30,15708.95,15711.1,15708.45,15709,0
2021-07-01 13:50:00+05:30,15709.15,15709.4,15697.75,15698.1,0
2021-07-01 13:51:00+05:30,15697.8,15702.3,15697.7,15701,0
2021-07-01 13:52:00+05:30,15701.4,15707.7,15700.85,15705.5,0
2021-07-01 13:53:00+05:30,15705.45,15705.9,15700.25,15701.05,0
2021-07-01 13:54:00+05:30,15700.4,15706.8,15699.95,15704.7,0
2021-07-01 13:55:00+05:30,15704.8,15707.75,15702.75,15705.7,0
2021-07-01 13:56:00+05:30,15705.9,15707,15704.4,15706.1,0
2021-07-01 13:57:00+05:30,15706.1,15706.1,15701.8,15703.15,0
2021-07-01 13:58:00+05:30,15703.3,15707.9,15702.05,15706.35,0
2021-07-01 13:59:00+05:30,15706.85,15706.85,15703.8,15705.8,0
2021-07-01 14:00:00+05:30,15706.8,15707.6,15704.05,15704.15,0
2021-07-01 14:01:00+05:30,15703.4,15703.65,15694.5,15695.05,0
2021-07-01 14:02:00+05:30,15695.4,15696.8,15690.35,15695.4,0
2021-07-01 14:03:00+05:30,15695.4,15698.65,15693.9,15698,0
2021-07-01 14:04:00+05:30,15698.2,15699.25,15696.35,15698.35,0
2021-07-01 14:05:00+05:30,15698.35,15699.7,15697.05,15699.7,0
2021-07-01 14:06:00+05:30,15699.4,15700.35,15695.8,15695.8,0
2021-07-01 14:07:00+05:30,15696.05,15698.6,15691.7,15697.85,0
2021-07-01 14:08:00+05:30,15697.7,15706.35,15696,15705.55,0
2021-07-01 14:09:00+05:30,15706.35,15717,15706.35,15716.5,0
2021-07-01 14:10:00+05:30,15716.15,15718.65,15714.5,15715.5,0
2021-07-01 14:11:00+05:30,15717.75,15717.75,15713.95,15714.1,0
2021-07-01 14:12:00+05:30,15714.1,15714.5,15712.4,15713.2,0
2021-07-01 14:13:00+05:30,15713.05,15713.6,15709.6,15712.05,0
2021-07-01 14:14:00+05:30,15711.75,15712.45,15708.3,15709.25,0
2021-07-01 14:15:00+05:30,15709.3,15709.65,15704.85,15709.1,0
2021-07-01 14:16:00+05:30,15709.4,15709.5,15704.3,15706.25,0
2021-07-01 14:17:00+05:30,15705.9,15708.65,15704.45,15707.75,0
2021-07-01 14:18:00+05:30,15707.2,15708.6,15704.5,15706.4,0
2021-07-01 14:19:00+05:30,15707.2,15709.85,15705.7,15709.15,0
2021-07-01 14:20:00+05:30,15709.1,15709.7,15707.15,15707.15,0
2021-07-01 14:21:00+05:30,15708.2,15709.45,15707.55,15707.8,0
2021-07-01 14:22:00+05:30,15708,15708,15704.7,15705,0
2021-07-01 14:23:00+05:30,15704.8,15705.2,15698.7,15698.7,0
2021-07-01 14:24:00+05:30,15699.2,15708.2,15699.2,15706.75,0
2021-07-01 14:25:00+05:30,15705.7,15706.15,15702.05,15704.55,0
2021-07-01 14:26:00+05:30,15703.85,15705.25,15702.6,15703.2,0
2021-07-01 14:27:00+05:30,15704.25,15704.35,15700.6,15700.6,0
2021-07-01 14:28:00+05:30,15700.25,15702.7,15699.7,15702.7,0
2021-07-01 14:29:00+05:30,15702.05,15705.2,15700.95,15702.1,0
2021-07-01 14:30:00+05:30,15702.4,15705,15700.1,15700.55,0
2021-07-01 14:31:00+05:30,15700.2,15702.8,15699.6,15702.25,0
2021-07-01 14:32:00+05:30,15701.85,15702.35,15695,15695,0
2021-07-01 14:33:00+05:30,15695.75,15700.5,15694.75,15700.5,0
2021-07-01 14:34:00+05:30,15699.75,15700.9,15696.5,15697.6,0
2021-07-01 14:35:00+05:30,15697.5,15697.75,15693.1,15693.7,0
2021-07-01 14:36:00+05:30,15693.95,15695.4,15692.65,15693.95,0
2021-07-01 14:37:00+05:30,15693.9,15694.25,15692.25,15693.7,0
2021-07-01 14:38:00+05:30,15693.45,15694.3,15690.8,15690.9,0
2021-07-01 14:39:00+05:30,15691.2,15693.3,15690.6,15690.65,0
2021-07-01 14:40:00+05:30,15691.3,15691.3,15685.35,15687.4,0
2021-07-01 14:41:00+05:30,15687,15689.45,15685,15687.95,0
2021-07-01 14:42:00+05:30,15688.45,15692.35,15686.25,15692.35,0
2021-07-01 14:43:00+05:30,15692.1,15699.85,15692.1,15699.85,0
2021-07-01 14:44:00+05:30,15699.7,15699.9,15696.15,15696.15,0
2021-07-01 14:45:00+05:30,15696.65,15696.9,15690.1,15690.1,0
2021-07-01 14:46:00+05:30,15690.5,15691.05,15688.55,15689.45,0
2021-07-01 14:47:00+05:30,15689.8,15689.8,15685,15686.2,0
2021-07-01 14:48:00+05:30,15686.85,15688.55,15685.65,15685.9,0
2021-07-01 14:49:00+05:30,15686.3,15692.45,15686.25,15691.95,0
2021-07-01 14:50:00+05:30,15692.5,15693.55,15690.8,15691.75,0
2021-07-01 14:51:00+05:30,15690.95,15691.3,15687.45,15688.75,0
2021-07-01 14:52:00+05:30,15688.15,15690.95,15687.8,15690.6,0
2021-07-01 14:53:00+05:30,15689.9,15691.15,15686.55,15688.25,0
2021-07-01 14:54:00+05:30,15687.8,15689.85,15686.75,15687.3,0
2021-07-01 14:55:00+05:30,15687.2,15687.2,15682.6,15682.65,0
2021-07-01 14:56:00+05:30,15681.95,15682.2,15679.85,15681.1,0
2021-07-01 14:57:00+05:30,15680.85,15685.25,15680.85,15685.25,0
2021-07-01 14:58:00+05:30,15684.8,15688.9,15684.8,15685.55,0
2021-07-01 14:59:00+05:30,15685.8,15685.8,15681.05,15682.9,0
2021-07-01 15:00:00+05:30,15682.3,15685.5,15680.15,15680.25,0
2021-07-01 15:01:00+05:30,15680.35,15680.9,15675.1,15675.7,0
2021-07-01 15:02:00+05:30,15676.2,15677.55,15673.85,15674.15,0
2021-07-01 15:03:00+05:30,15673.9,15674.55,15671.1,15671.6,0
2021-07-01 15:04:00+05:30,15671.65,15673.2,15670.15,15672.1,0
2021-07-01 15:05:00+05:30,15674.2,15674.7,15668.35,15669.9,0
2021-07-01 15:06:00+05:30,15670.3,15671.5,15667.65,15669.45,0
2021-07-01 15:07:00+05:30,15670,15677.9,15670,15676.75,0
2021-07-01 15:08:00+05:30,15677.55,15679.15,15674.95,15675.45,0
2021-07-01 15:09:00+05:30,15674.8,15675.7,15673.05,15675.1,0
2021-07-01 15:10:00+05:30,15675.5,15675.5,15671.95,15672.45,0
2021-07-01 15:11:00+05:30,15671.65,15672.8,15669.65,15672,0
2021-07-01 15:12:00+05:30,15672.5,15678.85,15672.2,15677.95,0
2021-07-01 15:13:00+05:30,15678.3,15681.35,15677.35,15680.3,0
2021-07-01 15:14:00+05:30,15679.3,15680.15,15677.15,15678,0
2021-07-01 15:15:00+05:30,15677.35,15680.65,15677.35,15680.25,0
2021-07-01 15:16:00+05:30,15679.6,15680.1,15677.5,15678.55,0
